index,attendance_mandatory,clarity_rating,class,comment,created_by_user,date,difficulty_rating,grade,helpful_rating,is_for_credit,is_for_online_class,quality_rating,rating_tags,textbook_use,thumbs_down_total,thumbs_up_total,would_take_again,pid
1509,,4.0,ARE101,"fast pace and go thru a lot of materials, so I 'd suggest you study a little bit before attending the class.",False,2014-06-30 18:25:01,3.0,,4.0,False,False,4.0,,2.0,0,0,,838456
1510,N,4.0,ARE,More than helpful.,False,2014-06-30 13:08:19,5.0,Pass,5.0,False,False,5.0,,3.0,0,0,,838456
1511,,4.0,ARE101,Class was hard but worth it. Passed all the exams thanks to the class.,False,2014-06-30 11:26:34,4.0,,5.0,False,False,5.0,,5.0,0,1,,838456
1512,N,1.0,ARE101,"Instructions were not clear and not easy to understand. Information were given on routine study schedule and send to books as references. Professor Kazmi is not a very good instructor. The vignette overview and vignette grading is very helpful, going over all the grading points. Fast pace  and she rush over some area. Do not expect any miracles.",False,2014-06-29 03:37:17,4.0,C,2.0,False,True,2.0,,1.0,0,1,,838456
1513,Y,4.0,ARE101,The professor is highly knowledgeable and keeps the class on their toes.  The entire seminar was very intense and fast paced from the beginning to the end.,False,2014-06-28 23:46:44,3.0,,4.0,False,False,4.0,,3.0,1,1,,838456
1514,,5.0,ARE101,"She was definetely on point and kept the class on schedule, while covering the neccesary material. Class was very well prepared.",False,2014-06-24 15:07:56,2.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1515,Y,5.0,ARE,"She is excellent.  To the point, clear and in control of the classroom environment.  One of those people that you can see have all together and know what they are doing",False,2014-06-23 14:42:41,3.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1516,,5.0,FUNKAARAREPREP,"I can honestly say that Professor Kazmi has changed my career.  I have been out of school for 9 years and never passed an ARE. Prior to her Funkaar course, I failed all 3 ARE sections attempted.  I am a terrible test taker.  Now, I have passed all 5 exams attempted so far.  Only 2 to go!  I now have confidence going into these exams.  Thanks Umber!",False,2014-06-05 14:34:45,3.0,,5.0,False,False,5.0,,5.0,0,1,,838456
1517,Y,1.0,ARE101,It is a very intense class with a fast paste. If would work for some it does not work for all. She does not have a book-she does not want to. The lectures are not covering the material 100%-as you should expect. It gives some hints and some practical information about how to answer the questions. The vignette pert is very valuable.,False,2014-05-06 00:39:35,5.0,C+,3.0,False,False,2.0,,1.0,0,0,,838456
1518,,4.0,141LA01,"Instructions were clear and easy to understand. Information were given on routine study schedule and which books to read.Professor Kazmi is a very good instructor not only by the way she shares her knowledge, but also by understanding the students' needs.",False,2014-02-20 12:50:00,5.0,,4.0,False,False,4.0,,5.0,0,0,,838456
1519,,5.0,ARE101,Excellent course in preparing for the ARE. Thanks!,False,2014-01-10 18:37:29,2.0,,5.0,False,True,5.0,,4.0,0,0,,838456
1520,,5.0,AREEXAMS,Amazing course and professor that helps a lot to take the ARE exams. Very concise notes and pointers to create good study guidelines.,False,2013-11-30 15:22:00,2.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1521,,3.0,ARE101,So far this course has been extremely helpful in me receiving ARE Passes.,False,2013-10-30 12:44:11,3.0,,4.0,False,False,4.0,,4.0,0,0,,838456
1522,,5.0,ARE101,"Professor Umber Kazmi has incredible knowledge on the subject matter of the AREs and more specifically ""Structural Systems"".  Her passion for the topics shone through in her enthusiasm and multiple pronged approach to problem identification and solution.  I would highly recommend her for any type of type of instruction in preparation for the AREs.",False,2013-06-17 10:55:17,2.0,,5.0,False,True,5.0,,4.0,0,0,,838456
1523,,4.0,ARE101,The class was detailed and informative. It has definately helped me prioritize what to study and given me confidence going into my exams. Professor Kazmi is very professional and knows the subject matter very well. I recommend anyone who is planning on taking the ARE exams to attend this course.,False,2012-06-13 00:33:54,2.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1524,,5.0,ARE101,Thank you professor Kazmi for your time and dedication on the ARE course. It had limited my study material tremendously and made me want to take the exams!,False,2012-06-12 19:30:09,1.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1525,,4.0,ARE000,"Construction documents, schematic design, etc",False,2012-05-07 18:03:23,2.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1526,,5.0,ARESSCDS,"Professor Kazmi is very thorough yet concise (and not boring, yay!) The course moves quickly but was easy to follow. I took the Structural and Construction Docs classes and passed both exams on my first try.",False,2011-11-04 20:13:35,2.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1527,,4.0,AREALL,Excellent Class. I this wish more classes like this were offered in OHIO. She does a great job in keeping our attention and informing us of things that will be on our exam.,False,2011-10-31 14:22:04,2.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1528,,3.0,AREARE,Great course but recommend spreading the classes out and cover more details with a lower speed.,False,2011-10-15 00:47:43,4.0,,3.0,False,False,3.0,,2.0,0,0,,838456
1529,,4.0,ARE100,Funkaar Studios has developed a very clear and concise study methodology that works to make very efficient use of your valuable study time.  The success lies in both the organizational strategy and the excellent instruction received in class to highlight and review specific study areas to focus your time and attention outside of class.,False,2011-10-14 12:30:20,5.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1530,,5.0,ARE101,"Professor Kazi was amazing! Really.. i have taken soo many architecture exams that i have not passed, 7 to be exact, and this is the first time i feel like i have a shot and passing the series. She is so clear when explaining the subject matter, and so professional. she was accesable on sykpe which really helped alot. best class and i've had byfar!",False,2011-10-06 15:26:05,1.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1531,,5.0,ARE101,"As an older professional, whose brain is not as spry as most of the students in the class, I found Professor Kazmi's direction very clear and concise. This opportunity was exactly what I needed to gain the confidence for my final attempts to pass the remaining ARE Exams. I'm more than grateful for the instruction and highly recommend it to others.",False,2011-09-28 18:09:55,2.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1532,,4.0,ARE101,"The class was exceptional and helped me throughout my test taking. Hopefully word gets around LA, because this is definitely a class that helps young emerging professionals get their cake and eat it too! highly recommend the class for  the working professional.",False,2011-09-27 20:37:04,5.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1533,,4.0,ARE101,"Prof. Kazmi was extremely knowledgeable. Sometimes, she went a little too fast but overall it was a really good class.",False,2011-09-27 19:28:30,3.0,,5.0,False,False,5.0,,2.0,0,0,,838456
1534,,4.0,ARE101,Professor Kazmi seemed to know the material very well and kept the class moving at a fast pace to cover many topics. Great coverage of material not included in textbook and emphasis on what is almost guaranteed to be on exam.,False,2011-09-27 18:40:26,5.0,,4.0,False,False,4.0,,5.0,0,0,,838456
1535,,4.0,ARE101,"Very informative, provided clarification on what testing material to focus on.",False,2011-09-27 17:29:10,3.0,,4.0,False,False,4.0,,3.0,0,0,,838456
1536,,5.0,ARE101,"Superb professor with exceptional command of the material keeps the lectures focused and students engaged. Professor Kazmi presents a substantial amount of information clearly, accurately, very quickly, exceptional class management skills, understandable and concise. I highly recommend her to anyone preparing for ARE examinations.",False,2011-09-27 16:25:45,5.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1537,,4.0,ARE101,very knowledgeable about the subject matter.,False,2011-09-27 15:41:10,4.0,,3.0,False,False,4.0,,5.0,0,0,,838456
1538,,5.0,ARE101,"Mrs. Kazmi is precise and motivating, very knowledgeable and up-to-date.",False,2011-09-27 15:16:43,1.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1539,,4.0,ARE101,-,False,2011-09-27 15:01:32,3.0,,5.0,False,False,5.0,,2.0,0,0,,838456
1540,,4.0,SCH101,"Umber is concise, clear and has an excellent command of the material.",False,2011-09-27 14:44:29,2.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1541,,5.0,ARE101,"Great approach, talented teacher, excellent prep course.",False,2011-09-27 14:13:13,3.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1542,,4.0,ARE101,Excellent preparation for the ARE -- would highly recommend over other courses I have seen/taken.,False,2011-09-27 13:42:51,1.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1543,,4.0,ARE101,"Great course.  Very intense pace, but I was able to take and pass ALL ARE exams within an 11 week period over the course of the class.",False,2011-09-27 13:40:19,4.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1544,,5.0,ARE101,"Very good course, just wish there could have been more time spent on the Structural portion.",False,2011-09-27 13:23:36,2.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1545,,5.0,SS2,Excellent way to jump start A.R.E. prep for all those that can afford it.  Highly recommended!,False,2011-09-06 16:51:01,3.0,,4.0,False,False,5.0,,3.0,0,0,,838456
1546,,5.0,ARE101,This class was extremely helpful in my passing the ARE and it was also a great experience. I highly recommend this class if you're preparing take the ARE. Professor Kazmi is awesome.,False,2011-08-24 13:27:06,2.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1547,,4.0,ARE101,Instructor knew material and showed passion for subject matter.  Some lectures could have been better presented. Classrooms were unsatisfactory.,False,2011-07-06 22:37:10,2.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1548,,4.0,AREALL,The Professor was knowledgable and skillfull on all materials of the ARE.,False,2011-07-04 21:02:04,3.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1549,,3.0,ARE101,The professor is very knowledgeable. Her advice with the vignettes was most helpful since that can be more of a gray area.,False,2011-06-30 21:38:16,3.0,,4.0,False,False,4.0,,4.0,0,0,,838456
1550,,5.0,ARE101,Very helpful!,False,2011-06-28 10:47:37,2.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1551,,5.0,ARE101,Very pertinent tips on how to pass the ARE's.,False,2011-06-28 10:05:41,2.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1552,,5.0,ARE101,Excellent!,False,2011-06-28 09:56:44,1.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1553,,5.0,ARE101,Very instructive course.,False,2011-06-28 09:11:58,2.0,,4.0,False,False,5.0,,4.0,0,0,,838456
1554,,5.0,ARERDY,"Professor Kazmi did a great job at covering a tremendous amount of difficult content in a short period of time. Her lectures were on point, and packed with relevant information, all while moving at a pace that was reasonable for students to digest what was being taught and to ask questions. Her teaching style is perfect for the ARE Ready Course.",False,2011-06-28 08:40:52,3.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1555,,4.0,ARESS,"I FOUND THE COURSE VERY HELPFUL.  I HAVE NOT TAKEN THE TEST YET, BUT KNOW THAT THE COURSE HAS HELPED ME IMMENSELY",False,2011-06-28 07:57:26,3.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1556,,5.0,ARECDS,Very very helpful and clear explanations on difficult content! makes you feel like you can actually pass the exams! highly recommend for anyone trying to pass ARE's,False,2011-06-27 20:56:36,2.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1557,,4.0,ARE101,"Umber is an excellent professor whose incredible knowledge and drive to teach makes for an intense class that keep students engaged. She is able to present an incredible large amount of information quickly, clearly and accurately. I highly recommend her to anyone looking not just to learn the material but understand and apply the concepts.",False,2011-05-09 23:00:12,4.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1558,,5.0,ARE101,"Very concise, and straightforward-found the course very helpful",False,2011-04-25 13:29:20,2.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1559,,4.0,ARE101,"She is so helpful. She listens to your questions and responds to the best of her knowledge, and she is exceptionally knowledgeable about the ARE's.",False,2011-04-15 12:48:46,5.0,,4.0,False,False,4.0,,2.0,0,0,,838456
1560,,4.0,ARE101,I am truly grateful for  professor Umber. Looking forward to that first PASS envelope.,False,2011-04-14 15:05:45,4.0,,4.0,False,False,4.0,,3.0,0,0,,838456
1561,,5.0,ARE101,"The class was very intense and fast passed, but easy to follow. She talks fast, makes notes fast and you have to keep up! I feel much better prepared for the exams than before. She gives a lot of pointers that I wouldn't have thought about if I studied on my own. I would highly recommend her class to anyone getting ready to take ARE!Thank you!",False,2011-04-11 13:10:21,3.0,,5.0,False,False,5.0,,1.0,0,0,,838456
1562,,4.0,ARE101,"This class made me more successful than I could have anticipated.  In three months, I've passed ALL exams.  But you must stick to the strict daily study plan.",False,2011-04-11 11:53:19,5.0,,4.0,False,False,4.0,,5.0,0,0,,838456
1563,,4.0,ARE101,Be ready to take a lot of notes.  I've found that you can't miss a beat.  Structures is no longer a scary exam for me!,False,2011-04-09 22:33:37,4.0,,4.0,False,False,4.0,,2.0,0,0,,838456
1564,,5.0,ARE101,Umber was excellent. I accomplished in three months what takes most students years... couldn't have done it without her..,False,2011-04-08 22:40:35,5.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1565,,4.0,ARE101,"The ARE course was quick, and efficient.  Don't drop your pen though, you will miss a lot of information.",False,2011-04-08 14:49:10,2.0,,5.0,False,False,5.0,,2.0,0,0,,838456
1566,,5.0,ARE101,Umber was a very knowledgeable person to take this prep course with.  Fast and dense w/ info.,False,2011-04-08 07:47:26,3.0,,5.0,False,False,5.0,,1.0,0,0,,838456
1567,,5.0,ARE101,"Professional Kazmi, gave exellent information. I need to buckle down and continue to study.",False,2011-03-09 15:52:30,1.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1568,,5.0,ARE101,"I passed CDS & SD on my own study plan. Needed some guidance and took the fast course.  Ready for 2 tests this month, 1 next week.  I plan to PASS.",False,2011-03-07 20:21:17,2.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1569,,4.0,ARE101,"Thanks to Umber I passed CDS, SD, and PPP",False,2011-03-07 18:23:39,2.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1570,,5.0,AREARE,very clear and organized,False,2011-02-17 14:05:13,1.0,,5.0,False,False,5.0,,1.0,0,0,,838456
1571,,5.0,ARE101,I could not have done this without Professor Kazmi.  Every note taken down from that class has tremendous value.  I will never forget her...,False,2011-01-16 12:05:00,4.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1572,,5.0,ARECDS,"Very knowledgeable, concise and covers as much stuff as one can possibly absorb within the limited time frame.",False,2010-11-17 16:45:43,3.0,,5.0,False,False,5.0,,2.0,0,0,,838456
1573,,4.0,ARE101,"Very concise, very knowledgeable.",False,2010-11-14 18:34:18,5.0,,4.0,False,False,4.0,,4.0,0,0,,838456
1574,,5.0,NYB,Professor Kazmi is a total rockstar.  You think that things have been covered too fast; in reality she is creating the framework for you to study and perfectly positioning you to think about the tests in the right way.  highly recommend!,False,2010-11-12 00:33:18,5.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1575,,4.0,ARE101,"This course is designed to help students pass the ARE exams.  As such it is about strategy and essential knowledge, not about in-depth comprehension.  Umber is very good at focusing students on tactics for question answering and knowing key concepts.  This class was really helpful to me and Umber was very clear in her instruction.",False,2010-11-11 09:40:22,4.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1576,,5.0,CDSPPP,"Professor Kazmi is A MUST for passing ARE Exams, extreme knowledge, very motivational, to the point.",False,2010-11-11 09:29:02,1.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1577,,4.0,AREALL,I took her vignette courses and with her help i passed all i took with little effort. She is good.,False,2010-11-11 07:50:08,3.0,,4.0,False,False,4.0,,4.0,0,0,,838456
1578,,5.0,AREPREP,Umber is excellent at preparing candidates for the ARE.,False,2010-11-04 18:00:36,3.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1579,,5.0,AR723,"Umber is possibly one of the best teachers I have had to date.  She was very clear and concise in her delivery. I appreciated her thoroughness and knowledge of the subject.  She was also very pleasant and respectful, which just made her even nicer to listen to. Take her courses, if you can.",False,2010-10-12 19:53:09,4.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1580,,5.0,AR723,Umber was an effective instructor.  She was very well prepared and helpful in that she answered most of the questions during class and had notes and worksheets for further guidance.  There were a couple absences not notified prior to class but she still covered all areas of the subject.,False,2010-10-10 18:07:17,5.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1581,,5.0,AR723,I love her teaching style. Clear presentation and detailed calculation done right in front of you. The exams were straight from what we cover in class and also very similar if not identical with just different values. The class presentation and notes naturally prepare you for the exams. The class couldn't have been any simpler and easier.,False,2010-10-10 01:31:20,1.0,,4.0,False,False,5.0,,3.0,0,0,,838456
1582,,4.0,ARE101,"ARE fast Course was the kick start I needed, I know how and what to study. Have passed 3 tests in 2 months and waiting to hear on the 4th. The class is very fast moving, so be prepared to wite fast! Umber provides extra info not found in books. The vignette help was great. Buy the book ahead of time and start reading, you'll be glad you did.",False,2010-09-07 17:29:01,3.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1583,,5.0,ARE101,"She'll make u pass the exam, she met my expectation and went beyond. worth investing tuition, definitely.",False,2010-08-13 12:16:53,2.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1584,,5.0,PROG101,Umber is very helpful and extremely knowledgeable about test content.  She has helped me pass 4 exams in the last 2 years!!,False,2010-08-10 01:54:46,4.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1585,,4.0,ARE101,Great presentation.,False,2010-08-09 11:51:27,3.0,,4.0,False,False,4.0,,3.0,0,0,,838456
1586,,3.0,STRUC101,"Very knowledgable in subject matter, but tended to move too fast in later portions of seminar (trying to catch up lost time spent earlier in course).  Also assumed a bit too much of student's prior knowledge of use of formulas/equations (either from prior schooling, professional work, or earlier Funkaar classes)which resulted in later confusion.",False,2010-08-09 10:09:21,3.0,,3.0,False,False,3.0,,1.0,0,0,,838456
1587,,5.0,ARE101,She is an excellent instructor and really knows her stuff.,False,2010-08-09 01:16:23,3.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1588,,2.0,ARE101,Too fast,False,2010-07-23 12:11:51,4.0,,4.0,False,False,3.0,,2.0,0,0,,838456
1589,,4.0,ARE101,"Just attended the structures portion of the class, wish more time was spent on it as it is a complex subject matter.  Took and failed the ARE test after the class; it's the last test I have to take to finish the ARE's.",False,2010-07-16 10:50:15,3.0,,4.0,False,False,4.0,,2.0,0,0,,838456
1590,,4.0,ARE4,"Incredibly helpful course and, as someone else wrote, profoundly knowledgeable instructor.  Well worth the price and time.  Tough course to manage and keep your life intact, but worth the sacrifice.",False,2010-07-09 00:01:19,4.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1591,,4.0,ARE101,"There are many conflicting perspectives with regard to how best to approach the ARE, especially the vignettes.  I took the ARE Fast.  You will still need to study very hard after the class, but this class IS absolutely the best kick start available. While this class in not mandatory, It will help you get on track and pass this test.",False,2010-07-07 23:40:43,2.0,,4.0,False,False,4.0,,1.0,0,0,,838456
1592,,4.0,SPRIN2010,The professor was very knowledgable and presented very well.,False,2010-07-06 23:23:13,4.0,,2.0,False,False,3.0,,4.0,0,0,,838456
1593,,5.0,AREA,"Organized, informative and thorough.  Clear and concise instruction.  She easily held my attention during the presentation of what would be otherwise painfully boring material.  This is exactly what I needed to give me the confidence to prepare for and pass the ARE",False,2010-07-06 14:05:52,1.0,,4.0,False,False,5.0,,2.0,0,0,,838456
1594,,5.0,ARE101,Great teacher for ARE class.  Concise and to the point with the information.,False,2010-07-06 12:38:13,4.0,,1.0,False,False,3.0,,3.0,0,0,,838456
1595,,5.0,ARE101,Excellent Professor. Have recommended the class to many others.,False,2010-07-06 09:54:54,2.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1596,,5.0,AREREAD,ARE READY COURSE Spring 2010 - Umber is an excellent teacher,False,2010-07-06 09:51:27,5.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1597,,4.0,AREB,"Very knowledagble on the subject, makes you feel at ease.",False,2010-07-06 09:22:25,2.0,,4.0,False,False,4.0,,5.0,0,0,,838456
1598,,4.0,AREARE,"Professor Kazmi was very go at covering a large amount of information in a short time. It would be great if there were more pre-pared graphic explanations (handouts) integrated into the lecture to supplement live notes, Especially for MEP & Structures. Thanks.",False,2010-07-06 08:36:34,3.0,,4.0,False,False,4.0,,2.0,0,0,,838456
1599,,5.0,ARE101,Very comprehensive and easy to follow.  She really boiled the important information down and explained it well.,False,2010-07-06 07:55:42,1.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1600,,4.0,ARE101,"Very Helpful, especially for the Structural Systems exam. Umber is profoundly knowledgeable. Since it's a very fast paced course, I recommand to read the material/textbook before the class and use the course as a revision.",False,2010-07-05 17:36:28,3.0,,4.0,False,False,4.0,,4.0,0,0,,838456
1601,,4.0,ARESS,Very helpful class that was very fast paced; it is worth reading the topics ahead of the class...,False,2010-03-21 20:55:36,4.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1602,,5.0,A101,She is extremely knowledgeble and teaches with great ease. I was motivated and enthusiastic after I left her class.,False,2010-03-08 12:22:33,1.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1603,,4.0,ARE101,Amber knows the material inside and out. The review is extremely intense but hopefully will end up serving me right. Thanks.,False,2010-03-03 22:09:45,4.0,,4.0,False,False,4.0,,3.0,0,0,,838456
1604,,5.0,ARESS,Very helpful in explaining the concepts,False,2010-03-03 22:03:38,2.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1605,,5.0,ARE101,Fantastic! Understands what we were looking for from class and gave us more than we expected.,False,2010-03-03 01:58:02,3.0,,5.0,False,False,5.0,,2.0,0,0,,838456
1606,,4.0,ARE101,"It was a very useful class, and one of the best one.  I was hopping that building systems and construction systems can break into a two days class with more detail info.",False,2010-03-02 15:34:39,1.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1607,,5.0,ARE101,Alot of stuff to cover-The structures class was intense and fast pace- but simplified to its bare bones of concept- hope it works like the 4 other exams that I passed from taking the Funkaar classes-,False,2010-03-01 22:14:12,2.0,,5.0,False,False,5.0,,2.0,0,0,,838456
1608,,4.0,ARE101,Extremely helpful in explaining the concepts,False,2010-03-01 01:54:44,3.0,,5.0,False,False,5.0,,1.0,0,0,,838456
1609,,5.0,ARE101,She was very knowledgeable about the subjects and gave very helpful tips for studying for the ARE,False,2010-01-28 16:22:25,1.0,,5.0,False,False,5.0,,1.0,0,0,,838456
1610,,5.0,ARE4,"Jacksonville AIA 2009 seminar.   I took 4 ARE exams(PPP,SD,SPD,BD) over the Christmas holidays and followed Umber / Funkaar?s study guideline/methodology and I just the got back the results and I passed all of them. WOW!",False,2010-01-28 09:05:16,5.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1611,,5.0,ARE4,"I took the Jacksonville AIA 2009 seminar. Umber moves at an intense pace but the information is clear and specific. Take notes and try to get into and understand the frame of mind needed for sitting the ARE. Umber is awesome- trust her wisdom and guidance 100%  I took 4 ARE exams(PPP,SD,SPD,BD) over the Christmas holidays and followed Umber / Funk",False,2010-01-28 08:57:26,4.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1612,,5.0,AREPPSP,"I took your ARE Bootcamp course in Jacksonville back in November, specifically the prep courses for SPD and PPP.  I'm pleased to say, I took both exams the following weekend and I just received notice that I passed both exams.  Thanks for all the help, I'm certain that your course was instrumental in my success.",False,2009-12-27 14:44:31,5.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1613,,5.0,AREFAST,am proud to report that on Dec. 24 I received my final pass letter on the ARE. Passed all divisions the first time and I really owe it to you and your class.,False,2009-12-27 14:37:58,5.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1614,,4.0,ARE101,Umber handles all the material very well given the fast pace of the course.  I would recommend this course to others who are looking to get through the ARE as fast as possible.,False,2009-11-16 12:59:26,2.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1615,,5.0,ARE101,"Umber Kazmi is very confident and she inspires the same confidence. She knows the subject and the class is well prepared. She made me think these exams are not impossible to pass. Please, use a microphone. Rising your voice should not be an option base on # of hours. It was a pleasure attending to your ARE 4.0 seminar. Rodolfo Martin",False,2009-11-14 18:38:34,2.0,,4.0,False,False,5.0,,1.0,0,0,,838456
1616,,4.0,BDCS4,"I thoroughly enjoy Prof. Kazmi's teaching & content. You do have to be on your toes in order to keep up, but there is a world of content to cover in just a few hours. I would recommend adding 1 more hour to cover the vignettes because we went through them so fast it was hard to take notes, and even the smallest mistake could get you lost.",False,2009-11-10 11:47:10,4.0,,5.0,False,False,5.0,,1.0,0,0,,838456
1617,,3.0,BBS101,To much content to cover in the time period alotted. If more time is needed than schedule the class longer. Don't skip over things because it was covered in a previous class some students don't take all seven classes!!!,False,2009-11-09 23:13:27,4.0,,2.0,False,False,3.0,,5.0,0,0,,838456
1618,,5.0,ARESTRU,I took the ready fast courses for Lateral Forces and General Structures.  I passed the exams about one month later.  I am certain that this course was an essential part of my preparation in order to succeed on the first attempt.,False,2009-08-23 00:59:53,5.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1619,,4.0,ARCH0,Took the BT test prep just prior to my exam at the end of June.  Umber covered all of the issues on the exam and her way of presenting fundamentals is superb.  Overhead projector that breaks the problem down into a series of simple steps is very helpful.,False,2009-08-22 14:57:37,4.0,,5.0,False,False,5.0,,4.0,0,0,,838456
1620,,5.0,AREBT,Umber is very &quot;to-the-point&quot;.  Every minute of the 4 hour Building Technology course was utilized with helpful information.  She is very knowledgeable on the ARE and I am so glad I drove up from San Diego to take this course.  8 weeks later and I just received my pass letter in the mail.  Thanks!!!,False,2009-08-08 23:54:22,1.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1621,,5.0,AREMECH,This rating is for the ARE Architecture Exam. Umber Kazmi offers the most concise and pinpoint exam information available. Her system truly gets you organized and gets the job done. You will pass the Architecture professional Exam.,False,2009-07-26 22:17:34,1.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1622,,5.0,ARE101,"Excellent outline and way of manipulating the formulas.  Very helpfull when asking questions.  The pace she outlines is brutal, but probably would be ok for students three years out of school.  I would highly recommend this course and I wouldn't have passed without it.",False,2009-07-16 18:06:25,5.0,,4.0,False,False,5.0,,5.0,0,0,,838456
1623,,4.0,ARE4,"I passed 6 of the tests ive found out about so far, prof umber's class plus a strict study sched is the best way to pass the ARE in one solid attempt.",False,2009-07-04 16:22:20,1.0,,5.0,False,False,5.0,,2.0,0,0,,838456
1624,,4.0,BT101,Umber shares great tips to help you work with the ARE graphic computer program! She makes good use of the time allotted by focusing on what is required to pass the exam.,False,2009-06-29 22:35:30,3.0,,5.0,False,False,5.0,,1.0,0,0,,838456
1625,,5.0,ARELEED,"Great instructor.  Could not have passed without her class. I took classes with her for LEED, ARE and CSE.",False,2009-06-29 11:58:43,2.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1626,,4.0,ARE101,I really enjoyed the class. The content was very thorough and informative. Umber didn't was any time. I recommend the course to anyone study for the ARE.,False,2009-06-23 19:08:00,2.0,,4.0,False,False,4.0,,4.0,0,0,,838456
1627,,4.0,AREPPP,"She is very helpful and clear in her teaching; the only complaint is that sometimes it just feel like the class ia  bit rushed because there are so much information to cover, in a short amount of time.  I would like to see the class expand to cover the materials even further in depth.",False,2009-06-23 12:06:59,1.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1628,,5.0,ARE101,Class was clear & concise.  Especially useful were specifictips on passing Leed 2.2.  I signed up at last minuete & have no regrets.,False,2009-06-23 09:25:49,3.0,,5.0,False,False,5.0,,2.0,0,0,,838456
1629,,5.0,ARE101,"Strick, direct, clear.",False,2009-06-22 15:27:24,5.0,,5.0,False,False,5.0,,5.0,0,0,,838456
1630,,5.0,ARCHARE,"I for one had a terrific experience with these courses. I passed all four which I took on the first try. I think Umber did a fabulous job teaching each division I took. It helped prepare me for the actual exams and I had a better understanding of material which helped build my confidence for each of those exams.  I highly suggest these courses be",False,2009-06-18 16:10:53,1.0,,5.0,False,False,5.0,,3.0,0,0,,838456
1631,,3.0,AREBT3,"Class covers material well, but very fast paced.  Would appreciate a little more explanation given in Building tech. handout to cover at home.  Overall techniques better than ARE solutions.",False,2009-06-18 15:26:19,3.0,,4.0,False,False,4.0,,4.0,0,0,,838456
