index,attendance_mandatory,clarity_rating,class,comment,created_by_user,date,difficulty_rating,grade,helpful_rating,is_for_credit,is_for_online_class,quality_rating,rating_tags,textbook_use,thumbs_down_total,thumbs_up_total,would_take_again,pid
390,mandatory,2.0,MIT801,He is a yapper for proofs that don't matter.,False,2023-12-19 02:02:05,5.0,A-,2.0,True,False,2.0,Lecture heavy--Online Savvy,-1.0,0,1,,409757
391,mandatory,5.0,802,Amazing professor. All the MIT students stan Professor Dourmashkin!,False,2022-09-16 15:18:50,2.0,A,5.0,True,False,5.0,Amazing lectures --Caring--Respected,3.0,0,0,1.0,409757
392,mandatory,5.0,802,Amazing professor! Explains things in a clear and intuitive way. Holds really helpful office hours. Definitely recommend for 8.02!,False,2022-09-16 15:18:09,2.0,A+,5.0,True,False,5.0,Amazing lectures --Caring--Respected,3.0,0,0,1.0,409757
393,mandatory,5.0,802,Great guy,False,2022-03-30 04:14:45,3.0,A,5.0,True,False,5.0,Amazing lectures --Gives good feedback--Inspirational,-1.0,0,0,1.0,409757
394,mandatory,5.0,PHYS801,Great Professor. Gives a great introduction to Physics,False,2019-06-25 13:52:05,1.0,A+,5.0,False,True,5.0,Gives good feedback--Respected--Amazing lectures,5.0,0,0,1.0,409757
395,mandatory,4.0,PHYS801,"Really nice guy who really cares about his students. He really knows how to teach the course, and the difference showed the one day we had a substitute. Definitely try to get in his section, it's worth having a 9am class, and that's really saying something.",False,2017-01-30 11:16:59,4.0,,4.0,True,False,4.0,Gives good feedback--Respected--Inspirational,0.0,3,3,1.0,409757
396,non mandatory,5.0,MIT801,"Professor Dourmashkin exceeds expectations in every category as a teacher and a human being. He displayed a knowledge of physics unparalleled to almost any teacher I have ever had with any subject. He put in so much time and effort into helping us learn, which for a college professor is uncommon. Not only that but he cares about the students.",False,2016-12-12 20:22:58,4.0,,5.0,True,False,5.0,Respected--ACCESSIBLE OUTSIDE CLASS--Caring,0.0,0,4,1.0,409757
397,non mandatory,5.0,PHYS801,He's amazing.,False,2016-11-01 18:16:57,3.0,,5.0,True,False,5.0,Respected--Amazing lectures--Caring,0.0,0,2,1.0,409757
398,mandatory,5.0,PHYS801,Massachusetts Institute of Technology Physy 8.01 physics I was a truly experience . He help so much the student but the class is heavy,False,2016-07-22 11:25:07,4.0,A,5.0,True,False,5.0,,0.0,0,0,1.0,409757
399,mandatory,3.0,PHYS801,Physy 8.01 Classical Mechanics is one of The most amazing courses at Massachussetts Institute of Technology. The review lessons and extremely helpful . Physics is The most difficult course at The freshman year. He is Truly inspirational and pretty clear to understand. Help Students a lot. I took Physy 8.01 and 8.02 and was a amazing Experience .,False,2016-04-24 17:59:07,3.0,A+,4.0,True,False,4.0,,0.0,2,6,,409757
400,mandatory,5.0,PHY802,Professor Peter Dourmashking is one of The Best Professors at Physics Department at Massachussetts Institute of Technology. I took 8.02 Electricity and Magnetism despiste The course is Hard he made so Easy to understand. He colaborates de  with The students and The Class is truly inspirational. Helps a lot and have passion for teaching Physics .,False,2016-04-15 09:08:05,3.0,A+,5.0,True,False,5.0,,3.0,0,7,,409757
401,mandatory,5.0,PHY802,Professor Peter Dourmashking is one of The Best Professors at Physics Department at Massachussetts Institute of Technology. I took 8.02 Electricity and Magnetism despiste The course is Hard he made so Easy to understand. Always collaborates with The students and The Class is truly inspirational. Helps a lot and have passion for teaching Physics .,False,2016-04-15 09:06:28,3.0,A+,5.0,True,False,5.0,,3.0,0,6,,409757
402,mandatory,4.0,P801,"One of the best teachers I have ever had. Smart, funny, personable, and knows how to connect material at different levels. Physics was made into a fun and interesting class.",False,2015-11-09 23:03:51,3.0,B,5.0,True,False,5.0,,1.0,0,3,,409757
403,mandatory,4.0,802,"Professor Dourmashkin is one of the best known and most respected names at MIT due to his dedication to both physics  and his students. He seems to enjoy teaching introductory courses and works to ensure all students enjoy his lectures. The tests aren't that difficult, the teaching staff is very accessible, and overall this is a great class!!!!!!!!",False,2015-06-10 14:36:13,3.0,B+,5.0,True,False,5.0,,1.0,0,2,,409757
404,,5.0,802,MIT's best physics instructor currently,False,2015-03-13 04:06:45,3.0,,5.0,True,False,5.0,,2.0,0,2,,409757
405,,5.0,PHYS801,"This guy is an awesome teacher, my favourite so far for me. His enthusiasm for the subject is very contagious. I literally run to do my homework immediately after his class. Mark you I'm not even in his class (not by choice), I just attend his review sessions which he gives at night. True dedication!",False,2013-01-06 22:09:25,2.0,,5.0,False,False,5.0,,1.0,2,0,,409757
406,,5.0,PHYSL07,Very helpful,False,2012-12-15 22:46:35,4.0,,5.0,False,False,5.0,,2.0,1,0,,409757
407,,4.0,PHYS01,He is a very good professor.  In the TEAL environment he is very helpful and makes sure to go around to all the groups and makes sure that everyone understands the topics.  I really enjoyed his class.,False,2011-12-15 15:08:15,2.0,,5.0,False,False,5.0,,3.0,0,1,,409757
408,,5.0,PHY5,He is a pretty good and helpful professor. Absolutely deserving of a raise,False,2011-03-16 15:56:46,2.0,,5.0,False,False,5.0,,4.0,1,0,,409757
409,,4.0,PHYS801T,"his review sessions are much more helpful than the actual classes, but he is a really good prof and he is really invested in his students. oh and one time i overslept and it was halfway into class (we had a quiz) and he let me take it into another room and have as much time as i needed.",False,2009-12-08 21:48:32,3.0,,4.0,False,False,4.0,,2.0,0,1,,409757
410,,5.0,PYS5,the best,False,2008-12-14 17:15:04,3.0,,5.0,False,False,5.0,,3.0,1,0,,409757
411,,5.0,PHYS01,He's a great teacher.  Class was hard but he did everything he possibly could to help us along,False,2008-09-14 15:14:12,4.0,,5.0,False,False,5.0,,3.0,1,0,,409757
412,,4.0,PHY802,Great intro to physics prof. He is really dedicated to helping students.,False,2008-06-30 11:36:47,4.0,,5.0,False,False,5.0,,3.0,1,0,,409757
413,,5.0,MIT8012,He is so hot!!!!!!!,False,2007-09-25 23:34:16,3.0,,5.0,False,False,5.0,,4.0,1,2,,409757
414,,5.0,PHYSECT,7/5,False,2007-03-20 16:25:19,5.0,,5.0,False,False,5.0,,1.0,1,1,,409757
415,,5.0,PHYS801,very good prof,False,2007-01-21 22:51:30,3.0,,5.0,False,False,5.0,,4.0,0,0,,409757
416,,5.0,801X,"Though the class is long extinct, I'm glad to see that Prof Dourmashkin is still teaching intro physics. He was very dedicated to his students, and offered much individual help.",False,2005-10-26 20:01:23,4.0,,5.0,False,False,5.0,,,0,1,,409757
417,Y,3.0,801T,"He's a difficult professor, but very very willing to help and answer any questions. very understanding, very kind.",False,2005-07-09 21:15:14,5.0,A,5.0,False,False,4.0,,,1,0,,409757
418,,4.0,802T,No Comments,False,2004-05-15 17:15:46,3.0,,3.0,False,False,4.0,,,0,0,,409757
419,non mandatory,5.0,6002X,"Incredible professor! Easy to follow, inspiring lectures.",False,2017-03-04 18:33:33,3.0,,5.0,True,False,5.0,Inspirational--Hilarious--Amazing lectures,0.0,0,2,1.0,121092
420,non mandatory,5.0,EE3157,The Best.,False,2016-12-19 07:08:52,4.0,A+,5.0,True,False,5.0,Respected--Inspirational--Amazing lectures,0.0,2,2,1.0,121092
421,,5.0,EE101,He is a great teacher. Very good to see his lectures.,False,2016-08-30 04:24:31,1.0,,5.0,True,True,5.0,Inspirational--ACCESSIBLE OUTSIDE CLASS--Amazing lectures,5.0,1,2,1.0,121092
422,,5.0,EDX6002X,He is gr8... Luv Him,False,2016-01-07 03:04:43,4.0,,4.0,False,True,5.0,,3.0,1,1,,121092
423,non mandatory,5.0,6002X,one of the best teachers i have ever seen !!,False,2014-12-16 06:11:15,2.0,A,4.0,False,True,5.0,,1.0,1,3,,121092
424,,5.0,ECE6002,excellant,False,2014-08-15 10:04:02,1.0,,5.0,False,True,5.0,,1.0,0,0,,121092
425,N,5.0,6002,"Excellent Professor, Very clear and very practical, he does well at showing things in their nature state",False,2014-07-03 19:45:50,2.0,A,5.0,True,True,5.0,,3.0,0,1,,121092
426,,5.0,6002,He is my guru. The best teacher I have ever seen in my lyf. Love him.,False,2013-08-15 11:36:50,3.0,,5.0,False,True,5.0,,3.0,1,1,,121092
427,,5.0,EDX6002X,Excellent understanding of the fundamental concepts.,False,2013-05-01 10:18:31,1.0,,4.0,False,True,5.0,,5.0,1,0,,121092
428,,4.0,6002X,Showed the way of life,False,2013-03-17 23:12:43,3.0,,5.0,False,False,5.0,,4.0,3,0,,121092
429,,3.0,EE101,pretty hard class. quite fast paced. nedd sound knowledge of physics and fundamental electrical circuits to get ahead.,False,2012-07-24 14:49:52,3.0,,3.0,False,False,3.0,,5.0,2,0,,121092
430,,4.0,CIRCAA,need fist and second order DE  to solve electronic components(RCL) and circuits,False,2012-06-05 20:19:44,5.0,,2.0,False,False,3.0,,4.0,2,1,,121092
431,,5.0,EE1,great.,False,2012-01-21 16:03:00,1.0,,5.0,False,False,5.0,,5.0,1,0,,121092
432,,4.0,EECS6002,great,False,2011-05-21 08:16:11,1.0,,4.0,False,False,4.0,,4.0,0,0,,121092
433,,5.0,SDD,Awesum methodology of teaching...,False,2010-11-12 08:20:53,1.0,,4.0,False,False,5.0,,2.0,0,0,,121092
434,,4.0,EECS6002,"good motivational methods used. also not too emphasis on semiconductor physics , which is good given the course intended. one gets a good view of analysing circuits without getting into details of what is inside.",False,2010-06-21 03:54:30,1.0,,4.0,False,False,4.0,,4.0,0,1,,121092
435,,5.0,EECS6002,simple and clear,False,2010-06-20 07:14:33,1.0,,3.0,False,False,4.0,,1.0,0,0,,121092
436,,5.0,EECS6002,I view his lectures through MIT open course ware . I really like watching his lectures.,False,2009-06-01 14:54:19,1.0,,5.0,False,False,5.0,,1.0,1,0,,121092
437,,5.0,CCSS602,"Really awesome. He gives us meaning and motivation to keep going, and keep learning. He gave me opportunities...",False,2008-10-10 21:12:52,1.0,,5.0,False,False,5.0,,5.0,0,0,,121092
438,,4.0,EEEE,demo: dance with chain saw to add noise and eliminate it digital ckt o/p. simply gr8.... :),False,2008-05-19 10:24:04,1.0,,3.0,False,False,4.0,,3.0,0,0,,121092
439,,5.0,SLSKDDSKS,awesome teacher,False,2007-09-20 09:54:27,5.0,,5.0,False,False,5.0,,5.0,0,0,,121092
440,,5.0,EE3157,I only follow his video tutorial and they are very great,False,2006-02-28 15:06:25,1.0,,5.0,False,False,5.0,,,0,0,,121092
441,,5.0,6002,I loved the class!!!,False,2005-05-05 23:39:35,3.0,,5.0,False,False,5.0,,,0,0,,121092
442,,3.0,6002,Berries + Apples = mixed fruit,False,2004-09-20 19:02:32,3.0,,3.0,False,False,3.0,,,3,0,,121092
443,Y,4.0,6002,He's the man.  I love the indian accent!!!   Lumped Matter Discipline!! hahahha,False,2004-03-18 22:43:04,4.0,B+,5.0,False,False,5.0,,,0,0,,121092
444,,2.0,6002,No Comments,False,2003-12-06 20:57:30,4.0,,2.0,False,False,2.0,,,1,0,,121092
445,,5.0,6002,"Fun lecture, overall good guy.",False,2003-10-29 12:18:26,3.0,,5.0,False,False,5.0,,,0,0,,121092
446,mandatory,1.0,1802,"Self Righteous, pretentious, homophobic, advise never to TAKE THIS CLASS!!",False,2022-10-08 03:27:42,5.0,F,1.0,True,True,1.0,Tough grader--Get ready to read--Participation matters,3.0,0,1,,134389
447,,3.0,MATH101,ok teacher,False,2019-10-13 16:48:43,3.0,,3.0,True,False,3.0,Respected--Inspirational--Tough grader,0.0,0,0,1.0,134389
448,,3.0,18.04,I took this class years ago. Toomre made it an interesting class and he is an enthusiastic lecturer. But there is some truth to the comments others have made about arrogance and hostility. I would advise students who take his classes to watch out.,False,2018-06-04 15:34:48,3.0,A,3.0,True,False,3.0,,5.0,0,1,1.0,134389
449,non mandatory,3.0,MATH101,Prof. Alar Toomre is one of the most brilliants minds at MIT. I took 18.03 Differential Equations and 18.04 Complex Variables. He focused on example from Physics. He really admired Srinivasa Ramanujan both are genius . He expand your horizons and how to understand Mathematics Sof&iacute;a,False,2018-05-05 19:23:37,4.0,B+,3.0,True,False,3.0,Tough Grader--Respected--Inspirational,0.0,0,2,1.0,134389
450,non mandatory,3.0,MATH1803,I took math 18.03 Differential Equations with Prof. Alar Toomre the class is so vague and the Professor don't explain so well. I learn more in other Math Courses . I decided to majored in Finance and Mathematical Economics but this course was not helpful lack of Financial and Econ applications,False,2016-07-22 11:22:10,3.0,B-,3.0,True,False,3.0,,0.0,0,5,0.0,134389
451,,5.0,1802,"I took 18.02 exactly 20 years ago from Prof. Toomre. I was just randomly browsing this site and searched for his name. Why did I search for his name? Because he is the single best teacher I ever had, anywhere. He is an inspiration. If you go to his class and open your mind he will make you smarter. You went to MIT to challenge yourself, didn't you?",False,2015-03-05 22:39:29,1.0,,5.0,True,False,5.0,,1.0,9,2,,134389
452,,5.0,MATH101,"Very easy professor! I absolutely loved this class! Very helpful, and final is optional if he likes you.",False,2008-11-24 21:28:44,1.0,,5.0,False,False,5.0,,1.0,6,0,,134389
453,,1.0,MSECT,"a self-righteous, pretentious, arrogant prof who thinks hes too good to teach you",False,2007-02-19 23:08:09,5.0,,1.0,False,False,1.0,,1.0,1,4,,134389
454,,2.0,MATH101,"Why does he use that cocky young janitor as his TA&#63; And how come he didn't recognize the name Ted Kaczynski&#63; Has he been kept incommunicado in an isolation chamber for the last two decades&#63; And I, for one, am getting pretty sick of hearing about his bloody Fields Medal.",False,2007-02-05 17:57:12,4.0,,2.0,False,False,2.0,,1.0,4,1,,134389
455,,1.0,MATHTORTURE,"He acts exactly like he did in the documentary, &quot;Good Will Hunting&quot;, a PBS paean to this tough but inspiring teacher. He just wants you to become the next Ramanujan even if he has to grind you into dust, for which you'll thank him later. He can't help it if he comes off like an insufferable toff by constantly waving that Fields Medal in your face.",False,2006-04-28 01:24:44,4.0,,2.0,False,False,2.0,,,4,1,,134389
456,,4.0,1803,"The very best mathematics teacher I have ever encountered. Great examples, unending openess to students, friendly, thoughtful and well prepared",False,2006-04-24 18:19:13,3.0,,5.0,False,False,5.0,,,5,0,,134389
457,,4.0,1803,"AT is certainly on the eccentric side, but I actually enjoyed his 18.03 lectures. Certainly the high energy was a plus when I showed up for lecture after an all-nigher for some other problem set.",False,2006-01-13 12:38:51,3.0,,3.0,False,False,4.0,,,3,0,,134389
458,,1.0,1803,HORRIBLE teacher.,False,2005-12-04 21:22:47,5.0,,1.0,False,False,1.0,,,0,2,,134389
459,,1.0,1804,At first I thought I didn't know what was going on because I was too stupid.  Then I talked to someone who took a class with him 20 years ago and thought he was horrible and I knew it wasn't me.,False,2005-11-20 09:08:56,5.0,,1.0,False,False,1.0,,,1,3,,134389
460,,1.0,1802A,No Comments,False,2005-07-27 21:16:11,3.0,,2.0,False,False,2.0,,,0,0,,134389
461,,1.0,1802A,No Comments,False,2005-03-05 23:09:32,2.0,,1.0,False,False,1.0,,,0,0,,134389
462,,1.0,1802A,"everything has been said: toomre is a math wiz and thinks everyone's like him. he neglects the basis and jumps to (very) complex applications. he looks nice and cheerful, but becomes quite hostile when contradicted. pretty unhelpful in general.",False,2005-02-22 06:58:52,4.0,,1.0,False,False,1.0,,,0,2,,134389
463,,1.0,1802A,his lectures are extremely esoteric..its overwhelming and hes not a good professor,False,2005-01-04 20:16:31,5.0,,1.0,False,False,1.0,,,0,1,,134389
464,,2.0,1802A,"Toomre is quite a character. If you really enjoy mathematics you will probably get more out of the lectures. For those of you who are just trying to pass the class (me), the lectures do not teach you the material. It is assumed you already know it. Nonetheless, he is still cheerful and entertaining.",False,2004-12-30 16:08:17,2.0,,4.0,False,False,3.0,,,0,1,,134389
465,,1.0,1802A,No Comments,False,2004-12-29 01:20:56,4.0,,1.0,False,False,1.0,,,0,0,,134389
466,,1.0,18330,No Comments,False,2004-01-05 17:32:58,5.0,,1.0,False,False,1.0,,,0,0,,134389
467,,5.0,1804,"AT is energetic and cheerful, but he does not do well with struggling students.",False,2003-02-18 19:23:12,4.0,,3.0,False,False,4.0,,,1,0,,134389
468,mandatory,5.0,1801,MKANDLKASKLDSAM,False,2024-11-20 08:38:18,5.0,A-,5.0,True,True,5.0,Get ready to read--Participation matters,3.0,0,0,1.0,144636
469,mandatory,3.0,18.01,Prof. Miller taught me to do elegant proofs in 18.014 Calculus with Theory. He is a great professor you learn so much but have to put efforts . He do proofs very natural and is a brilliant Mathematician . Sof&iacute;a,False,2018-05-05 19:19:24,4.0,A,3.0,True,False,3.0,Tough Grader--Inspirational--Amazing lectures,5.0,0,1,1.0,144636
470,mandatory,4.0,MATH1802,"In Spring 2007 I repeat the wonderful experience that I had in 18.014 . I took 18.024 Multivariable Calculus with Theory that is Calculus II proof emphasize. The course is extremely gorgeous but challenging. Professor Miller explains everything clear . Multivariable Calculus, Differential Equations Ordinary and Partial Differential Equations.",False,2018-01-27 17:52:49,5.0,A,4.0,True,False,4.0,Tough Grader--Respected--Inspirational,5.0,0,1,1.0,144636
471,mandatory,4.0,1801,"In 2006 I took Math 18.014 Calculus with Theory with Professor Haynes R Miller . Is an excellent Professor he explained extremely well but the class is extremely beautiful and difficult. We used Tom Apostol Book that has two Volume This Course cover a lot of material From Single Variable Calculus, Multivariable Calculus, Linear Algebra and ODES",False,2018-01-27 17:45:23,5.0,A+,4.0,True,False,4.0,Tough Grader--Respected--Inspirational,5.0,0,0,1.0,144636
472,mandatory,4.0,MATH915,Professor Haynes R Miller is an excellent Professor especially in Topology. He explains fast but is a critical thinker . The exams are superb challenging. Algebraic Topology and Geometrical Topology is not and easy class requires a lot of practice.,False,2017-04-20 07:06:18,4.0,A+,4.0,True,False,4.0,Tough Grader--Respected--Inspirational,5.0,0,0,1.0,144636
473,mandatory,3.0,MATH1803,I took Math 18.03 Differential Equations with Professor Haynes Miller . The personality is not the best but he teach you Mathematics well. Is not so accessible and the exams are harder . I like the course because he integrated so many of Linear Algebra topics. The applications are in Engineering and Science mostly .,False,2016-08-01 16:22:46,4.0,C+,3.0,True,False,3.0,,5.0,0,1,0.0,144636
474,mandatory,3.0,MATH18900,Prof. Haynes R Miller is inspirational and a Genius in Mathematics. I love Math 18.900 Intro to Topology The course is very difficult but not is by The Professor. If you read and do your Work dont have Problems to Pass . Is one of The Biggest Names at Massachussetts Institute of Technology. He explains pretty clear You learn a lot,False,2016-04-25 10:25:39,4.0,A+,3.0,True,False,3.0,,5.0,0,2,,144636
475,mandatory,2.0,MATH1803,"This Professor Haynes R Miller explains very confusing , have a bad personality and dont like to Answer questions . He is The only genius in Its Class . I drop out Math 18.03 Differential Equations The Exams are extremely difficult and he do so many mistakes on black board",False,2016-03-29 23:43:41,5.0,F,1.0,True,False,2.0,,4.0,4,3,,144636
476,,5.0,MATH915,Phenomenal professor.,False,2010-12-26 22:45:15,5.0,,5.0,False,False,5.0,,2.0,2,0,,144636
477,,5.0,MATH03,"A lot of people are giving Prof. Miller low ratings. I took his class (18.03) three years ago, and thought he was one of the better math professors. His use of the Java applets to visualize harmonic motion was extremely helpful, as were the concept questions asked randomly during the lectures.",False,2010-10-27 12:49:59,3.0,,4.0,False,False,5.0,,3.0,3,0,,144636
478,,1.0,CALSE,Realy bad,False,2008-09-01 11:15:04,5.0,,1.0,False,False,1.0,,1.0,0,1,,144636
479,,2.0,MATH1803,This guy was mean and bitter.  Steer clear if at all possible,False,2008-04-29 15:30:59,4.0,,1.0,False,False,2.0,,5.0,0,1,,144636
480,,1.0,MATH03,"He has good intentions, but he is unclear and makes everything far harder than it needs to be.",False,2008-04-27 13:04:57,4.0,,3.0,False,False,2.0,,3.0,0,1,,144636
481,,1.0,MATH03,"What an awful teacher--his problem sets and exams are full of typos, and he can't explain his way out of a paper bag.  A complete waste of a semester.",False,2006-09-07 22:05:07,4.0,,1.0,False,False,1.0,,2.0,1,1,,144636
482,N,2.0,1803,18.03 was ridiculously boring.  Sometimes we juggled during lecture to amuse ourselves.,False,2005-11-20 09:05:54,2.0,,2.0,False,False,2.0,,,0,1,,144636
483,,5.0,1803,"18.03 has proven itself to be so useful in future studies in course 8, 18, and 6. Prof. Miller is inspirational.",False,2004-06-13 15:17:57,3.0,,5.0,False,False,5.0,,,1,0,,144636
484,,2.0,1803,Nice guy...too nice.,False,2003-07-18 21:45:50,2.0,,4.0,False,False,3.0,,,1,0,,144636
485,,1.0,1803,boo,False,2003-05-23 20:27:38,3.0,,1.0,False,False,1.0,,,0,1,,144636
486,,5.0,1803,Haynes Millah is wicked ahwesome!,False,2003-03-06 00:00:54,1.0,,5.0,False,False,5.0,,,0,0,,144636
487,,1.0,1803,Did not learn much from this class,False,2003-02-25 05:22:45,3.0,,2.0,False,False,2.0,,,0,0,,144636
488,,4.0,1803,I only went to two of his lectures and never did the homework and I still passed,False,2003-02-22 12:33:58,1.0,,2.0,False,False,3.0,,,0,0,,144636
489,mandatory,1.0,THESISADVISOR,Do not join her lab esp. if you are foreign student/postdoc. She has very supr3mac!st views and will discriminate against you. She recommends only students from her ethnicity/faith to good universities and opportunities.,False,2025-01-17 06:01:47,5.0,,1.0,True,False,1.0,,-1.0,0,1,,3043045
490,mandatory,1.0,THESISADVISOR,"Her greed and exploitation of grad students, postdocs, and virtually everyone around her are truly boundless. Despite completing 8 journal papers, she insisted I produce 20 more to graduate. Provided no meaningful input to research. Our meetings revolved around her personal issues or unrealistic demands for even more papers.",False,2024-12-15 14:41:37,5.0,,1.0,True,False,1.0,,-1.0,0,2,,3043045
491,mandatory,1.0,THESISADVISOR,"Terrible person. Uses gender card when convenient. Mostly hires men in her lab and subjects them to all kinds of harassment, while relying on them for most of her research output. Despite her public persona, she has never produced any successful female academic. Views them as her competitors. She herself was advised by a male prof.",False,2024-12-12 06:06:46,5.0,,1.0,True,False,1.0,,-1.0,0,3,,3043045
492,mandatory,1.0,THESISADVISOR,"Lacks conscience and empathy. Traps students and engineers in her lab by making big and fake promises to improve their careers. Her toxic behavior starts quickly, within days or weeks of joining her lab. When you resist her unreasonable demands for clerical work (not even research!), she SCREAMS publicly and sends threatening emails.",False,2024-12-11 17:13:06,5.0,,1.0,True,False,1.0,,-1.0,0,4,,3043045
493,mandatory,1.0,THESISADVISOR,"Her typical response to being held accountable is, 'I don't remember' or 'that never happened,' deflecting as if her memory loss is somehow your responsibility. ",False,2024-11-30 15:43:29,5.0,,1.0,True,False,1.0,,-1.0,0,5,,3043045
494,mandatory,1.0,THESISADVISOR,"She's quick to criticize others but can't seem to handle any criticism herself. This kind of behavior reflects a classic inability to take accountability. Given the multitude of previous bad experiences, I'm astonished she has any students/postdocs left. Story after story from her survivors reveals a consistent pattern of mistreatment.",False,2024-11-28 02:23:55,5.0,,1.0,True,False,1.0,,-1.0,0,7,,3043045
495,mandatory,1.0,THESISADVISOR,"She often dangles false promises of opportunities at prestigious institutions like MIT and Stanford to coerce students into completing projects. Once the project is done, she would renege on her promises, demanding even more work. Does not take responsibility for anything and will pin everything on someone else.",False,2024-11-26 08:59:17,5.0,,1.0,True,False,1.0,,-1.0,0,8,,3043045
496,mandatory,1.0,THESISADVISOR,"Genuinely rude and unhelpful. Behaves more like a princess, diva or woman-child, making people around her miserable wherever she goes. Says nice things but never means or acts on them. Merely takes credit for the work of others. Never supports her mentees in their careers but wants them to perpetually work for her.",False,2024-11-20 01:32:05,5.0,,1.0,True,False,1.0,,-1.0,0,10,,3043045
497,mandatory,1.0,THESISADVISOR,"Lacks originality in research and tends to rely on others, especially early-career researchers, for new ideas. Often delegates these ideas to collaborators to produce similar papers, subsequently taking credit for their work. Attempts to engage in deep technical discussions with her are often met with uncooperative behavior or unnecessary drama.",False,2024-11-19 23:28:22,5.0,,1.0,True,False,1.0,,-1.0,0,11,,3043045
498,mandatory,1.0,THESISADVISOR,"I was Yonina's grad student until recently. She is mean mean mean. Hardly any meeting went by when she did not project her toxicity on me&#8212;screaming, threats to cut funding, firing, and degrading comments like, ""You're useless"" or ""You'll never succeed."" She's unstable and unfit to mentor any student or postdoc. Think twice before working with her.",False,2024-11-17 08:12:15,5.0,,1.0,True,False,1.0,,-1.0,0,11,,3043045
499,mandatory,1.0,THESISADVISOR,"Yonina treats people as tools to advance her personal ambitions, with little regard for reciprocity. She expects others to prioritize her issues while remaining indifferent to theirs. Be warned: if you're co-authoring a paper with her, it's likely being duplicated in collaboration with someone else behind your back.",False,2024-11-16 19:31:46,5.0,,1.0,True,False,1.0,,-1.0,0,12,,3043045
500,mandatory,1.0,THESISADVISOR,"Collaborated with her on a paper. Experience could not have been worse, esp. when I noticed she took my ideas for the follow-up papers to other collaborators. Conscienceless ppl like her get more praise, have more enablers, and hence, are more emboldened to harm you. Yonina falls in this category.",False,2024-11-16 09:55:42,5.0,,1.0,True,False,1.0,,-1.0,0,13,,3043045
501,mandatory,1.0,THESISADVISOR,"Yonina's promises are worthless; she will backtrack at the first opportunity. She would often dangle false promises of opportunities at prestigious institutions like MIT and Stanford to coerce students into completing projects. Once the project was done, she would renege on her promises, demanding even more work.",False,2024-11-16 09:43:31,5.0,,1.0,True,False,1.0,,-1.0,0,14,,3043045
502,mandatory,1.0,THESISADVISOR,"Never meet her alone. She will bully you, not letting you speak, interrupt you frequently. When you protest, she throws tantrums, screams, runs away, slams doors. This kind of entitlement is typical of people who have moved forward in their career by kissing *** of their advisers like Al Oppenheim.",False,2024-11-16 08:18:02,5.0,,1.0,True,False,1.0,,-1.0,0,15,,3043045
503,mandatory,1.0,THESISADVISOR,So hard to believe that someone as incompetent like her could be associated with MIT. She takes ideas from others and then gets collaborators to write papers on them. ,False,2024-11-15 08:40:05,5.0,,1.0,True,False,1.0,,-1.0,0,16,,3043045
504,mandatory,1.0,THESISADVISOR,"Yonina thinks she can BS her way to fool all students and lure them to join her lab or get them to write a paper on which she can put her name. You will not learn anything from her. She only has superficial knowledge and tries to skip details or delegate them to someone else - and its true, do not expect her for any help in your career.",False,2024-11-11 21:59:14,5.0,,1.0,True,False,1.0,,-1.0,0,18,,3043045
505,mandatory,1.0,THESISADVISOR,"If you are not from her native country, do not collaborate with her or join her lab. She has very supremacist views and will actively discriminate against you.",False,2024-11-10 16:34:38,5.0,,1.0,True,False,1.0,,-1.0,0,19,,3043045
506,mandatory,1.0,THESISADVISOR,"Yonina was complained about so much in Technion that the institute decided to go with the age-old ""pass the harasser"" solution. They just let her to be hired by Weizmann so that she can stop terrorizing the engineers, staff, colleagues, and students in Technion. I'm sure many in the department were relieved to see her leave.",False,2024-11-10 14:33:27,5.0,,1.0,True,False,1.0,,-1.0,0,19,,3043045
507,mandatory,1.0,THESISADVISOR,"True that she is a full-time prof in Israel. But legit to review her here because she is a visiting scholar in MIT and inflicts misery on everyone who comes in her contact and everywhere she goes. She loses temper over small things&#8212;would scream, yell, curse in group meetings. Her language and behavior aren't constructive at all. ",False,2024-11-10 14:27:38,5.0,,1.0,True,False,1.0,,-1.0,0,20,,3043045
508,mandatory,1.0,THESISADVISOR,"I found interactions with Yonina surprisingly empty and utterly devoid of genuine connection. She constantly evaluates you based on how useful you are to her agenda. Once you've fulfilled your purpose or if you express inability to meet her demands, her interest in you plummets immediately. Her behavior is very transactional and manipulative.",False,2024-11-10 14:10:36,5.0,,1.0,True,False,1.0,,-1.0,0,21,,3043045
509,mandatory,1.0,THESISADVISOR,"Did my thesis with her. Lab environment was toxic and dysfunctional, perpetually on the brink of implosion due to her anger management issues. Interactions with her were characterized by relentless shouting, particularly during group meetings and phone calls. When frustrated, she would SCREAM, that could be heard a few blocks down the hallway.",False,2024-11-09 13:07:38,5.0,,1.0,True,False,1.0,,-1.0,0,21,,3043045
510,mandatory,5.0,6115,Professor Leeb is probably the greatest lecturer and all around teacher I've ever been lucky enough to be in a room with. I left every class excited and finished each lab feeling 10x more capable than before with a true knowledge of the material. He cares about his students in a way we all felt deeply. I'm truly grateful to have been taught by him.,False,2024-01-18 17:55:55,4.0,A,5.0,True,False,5.0,Participation matters--Amazing lectures ,3.0,0,1,1.0,121181
